filename,width,height,class,xmin,ymin,xmax,ymax
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,641,822,650,832
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,648,826,657,834
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,655,816,665,825
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,646,796,655,804
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,578,741,586,752
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,585,735,594,744
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,554,846,562,854
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,551,838,562,847
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,561,839,568,849
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,571,825,580,833
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,313,732,324,742
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,285,690,294,699
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,298,689,307,697
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,284,677,293,686
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,250,673,260,684
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,257,669,265,680
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,532,824,540,835
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,529,814,538,826
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,535,806,543,814
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,494,806,503,817
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,559,865,567,872
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,573,857,582,865
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,524,823,533,833
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,695,847,703,858
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,726,830,735,841
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,390,807,402,816
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,401,808,410,817
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,423,801,434,813
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,306,748,314,758
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,318,742,328,752
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,271,754,278,761
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,275,740,284,749
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,284,739,291,748
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,281,723,288,733
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,287,720,295,730
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,376,843,384,853
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,389,838,397,846
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,381,855,389,865
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,396,850,404,859
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,396,868,404,879
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,417,865,427,874
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,426,862,434,871
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,423,876,432,884
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,435,864,444,872
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,434,850,444,860
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,526,849,534,864
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,603,870,617,883
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,613,875,619,883
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,621,878,629,886
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,628,877,637,888
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,634,837,644,847
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,597,836,606,845
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,607,833,614,841
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,619,825,628,835
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,518,881,528,889
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,493,850,502,860
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,353,828,363,837
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,292,808,302,820
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,648,907,658,920
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,265,766,277,776
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,236,774,244,783
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,241,764,249,772
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,450,886,460,898
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,679,894,686,901
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,686,888,700,900
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,686,883,694,890
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,467,906,474,914
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,466,897,474,906
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,588,816,597,825
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,599,814,609,822
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,638,785,648,794
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,605,785,613,795
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,501,815,510,823
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,513,808,523,817
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,637,868,648,878
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,651,862,660,870
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,116,383,127,394
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,119,525,127,532
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,126,644,135,655
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,115,601,123,610
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,123,602,133,608
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,240,748,249,756
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,215,780,224,788
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,227,778,236,786
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,115,541,127,548
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,455,843,462,850
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,345,865,353,873
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,359,861,366,871
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,290,828,298,834
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,600,756,611,768
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,592,847,602,856
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,606,847,612,855
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,611,848,619,858
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,793,765,804,775
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,733,845,742,854
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,747,838,756,850
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,799,784,809,803
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,637,815,647,824
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,572,871,582,881
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,608,895,618,904
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,252,793,262,803
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,291,735,299,749
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,255,742,263,749
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,550,887,556,897
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,523,920,537,928
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,524,911,531,920
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,741,867,752,881
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,749,855,760,869
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,759,858,770,870
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,766,855,772,862
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,651,804,661,814
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,298,854,308,867
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,379,887,387,897
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,393,886,401,894
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,403,876,412,884
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,619,742,629,750
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,578,765,588,775
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,403,903,412,912
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,356,880,367,888
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,435,886,447,894
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,270,814,282,826
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,535,869,542,882
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,579,923,586,935
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,pellet,508,934,518,945
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,535,900,543,909
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,533,798,542,806
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,687,902,695,911
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,363,869,373,878
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,473,883,481,890
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,511,787,520,797
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,486,839,496,848
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,756,841,765,850
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,764,842,772,852
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,489,870,497,879
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,480,898,490,908
2024-10-11T17_01_04-758776_1920x1080_0_00_00-000375_jpg.rf.77899a2f3f4232bf441b11d72bf56736.jpg,1080,1080,semipellet,312,866,321,874
